"age","sex","location_code","cause","rate","measure","location_type"
83,"male",1,"all_cause_mortality",108.197721772523,"deaths","imd_decile"
84,"female",1,"all_cause_mortality",88.0100012904559,"deaths","imd_decile"
84,"male",1,"all_cause_mortality",122.958114780597,"deaths","imd_decile"
85,"female",1,"all_cause_mortality",98.7531308417287,"deaths","imd_decile"
85,"male",1,"all_cause_mortality",133.966001933781,"deaths","imd_decile"
86,"female",1,"all_cause_mortality",113.054716418364,"deaths","imd_decile"
86,"male",1,"all_cause_mortality",152.96059668686,"deaths","imd_decile"
87,"female",1,"all_cause_mortality",128.514573485481,"deaths","imd_decile"
87,"male",1,"all_cause_mortality",170.083545019764,"deaths","imd_decile"
88,"female",1,"all_cause_mortality",145.952479044515,"deaths","imd_decile"
88,"male",1,"all_cause_mortality",190.565778958312,"deaths","imd_decile"
89,"female",1,"all_cause_mortality",165.429563477963,"deaths","imd_decile"
89,"male",1,"all_cause_mortality",214.848642224264,"deaths","imd_decile"
90,"female",1,"all_cause_mortality",192.426021834461,"deaths","imd_decile"
90,"male",1,"all_cause_mortality",238.533759980293,"deaths","imd_decile"
91,"female",1,"all_cause_mortality",217.053983179461,"deaths","imd_decile"
91,"male",1,"all_cause_mortality",266.318402445788,"deaths","imd_decile"
92,"female",1,"all_cause_mortality",244.508996467037,"deaths","imd_decile"
92,"male",1,"all_cause_mortality",297.048428071669,"deaths","imd_decile"
93,"female",1,"all_cause_mortality",275.097042616771,"deaths","imd_decile"
93,"male",1,"all_cause_mortality",331.02675056109,"deaths","imd_decile"
94,"female",1,"all_cause_mortality",309.171313139699,"deaths","imd_decile"
94,"male",1,"all_cause_mortality",368.599570499827,"deaths","imd_decile"
95,"female",1,"all_cause_mortality",347.141272196137,"deaths","imd_decile"
95,"male",1,"all_cause_mortality",410.163377605293,"deaths","imd_decile"
96,"female",1,"all_cause_mortality",389.481997788034,"deaths","imd_decile"
96,"male",1,"all_cause_mortality",456.171954461046,"deaths","imd_decile"
97,"female",1,"all_cause_mortality",436.743182422291,"deaths","imd_decile"
97,"male",1,"all_cause_mortality",507.142918380623,"deaths","imd_decile"
98,"female",1,"all_cause_mortality",489.556898141381,"deaths","imd_decile"
98,"male",1,"all_cause_mortality",563.663161639055,"deaths","imd_decile"
99,"female",1,"all_cause_mortality",548.642844874878,"deaths","imd_decile"
99,"male",1,"all_cause_mortality",626.392311471103,"deaths","imd_decile"
100,"female",1,"all_cause_mortality",614.809261191508,"deaths","imd_decile"
100,"male",1,"all_cause_mortality",696.063008919822,"deaths","imd_decile"
0,"female",2,"all_cause_mortality",4.2790719800616,"deaths","imd_decile"
0,"male",2,"all_cause_mortality",5.31891098637769,"deaths","imd_decile"
1,"female",2,"all_cause_mortality",0.259420895548983,"deaths","imd_decile"
1,"male",2,"all_cause_mortality",0.302155642933013,"deaths","imd_decile"
2,"female",2,"all_cause_mortality",0.151701601714569,"deaths","imd_decile"
2,"male",2,"all_cause_mortality",0.166541682395412,"deaths","imd_decile"
3,"female",2,"all_cause_mortality",0.121963539749625,"deaths","imd_decile"
3,"male",2,"all_cause_mortality",0.128022042303041,"deaths","imd_decile"
4,"female",2,"all_cause_mortality",0.0796534785517723,"deaths","imd_decile"
4,"male",2,"all_cause_mortality",0.119506986318067,"deaths","imd_decile"
5,"female",2,"all_cause_mortality",0.107034309795426,"deaths","imd_decile"
5,"male",2,"all_cause_mortality",0.113606493696279,"deaths","imd_decile"
6,"female",2,"all_cause_mortality",0.0973425912089056,"deaths","imd_decile"
6,"male",2,"all_cause_mortality",0.104555310938316,"deaths","imd_decile"
7,"female",2,"all_cause_mortality",0.0738162461235405,"deaths","imd_decile"
7,"male",2,"all_cause_mortality",0.0915604009241691,"deaths","imd_decile"
8,"female",2,"all_cause_mortality",0.0777631783049537,"deaths","imd_decile"
8,"male",2,"all_cause_mortality",0.0792457737646715,"deaths","imd_decile"
9,"female",2,"all_cause_mortality",0.0676679458064401,"deaths","imd_decile"
9,"male",2,"all_cause_mortality",0.0769721587785049,"deaths","imd_decile"
10,"female",2,"all_cause_mortality",0.0774921142443136,"deaths","imd_decile"
10,"male",2,"all_cause_mortality",0.088741758337779,"deaths","imd_decile"
11,"female",2,"all_cause_mortality",0.0744266355220932,"deaths","imd_decile"
11,"male",2,"all_cause_mortality",0.0992961110182965,"deaths","imd_decile"
12,"female",2,"all_cause_mortality",0.0674952808570096,"deaths","imd_decile"
12,"male",2,"all_cause_mortality",0.127775445947917,"deaths","imd_decile"
